"Nikto - v2.1.6/2.1.5"
"stadt-bremerhaven.de","93.90.205.18","80","","","","nginx"
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The X-XSS-Protection header is not defined. This header can hint to the user agent to protect against some forms of XSS"
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type"
"Nikto - v2.1.6/2.1.5"
"stadt-bremerhaven.de","93.90.205.18","80","","","","nginx"
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The X-XSS-Protection header is not defined. This header can hint to the user agent to protect against some forms of XSS"
"stadt-bremerhaven.de","93.90.205.18","80","OSVDB-0","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type"
